bbl,bin,address_or_label,zipcode,residential_use_type,land_use,building_class,residential_units,residential_capacity_units,total_units,residential_floor_area,estimated_household_capacity,under5_capacity_signal,preschool_age_capacity_signal,hgl_building_opportunity_score,capacity_model_confidence,capacity_model_method,non_residential_flag,mixed_use_flag
1004890036,1007367,59 THOMPSON STREET,10012,Mixed-use,Mixed residential/commercial,C7,34,34,36,14418.0,34,1.588,1.588,4.93,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1005780064,1009727,32 DOMINICK STREET,10013,Residential,Residential one/two family,A4,1,1,1,2732.0,1,0.082,0.082,1.64,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1004910029,1007382,556 BROOME STREET,10013,Commercial/office,Commercial/office,O5,0,0,1,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1004890018,1007354,196 SPRING STREET,10012,Mixed-use,Mixed residential/commercial,C7,22,22,25,13964.0,22,1.028,1.028,4.41,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1005040043,1007816,207 SPRING STREET,10013,Commercial/office,Commercial/office,O9,0,0,2,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1004890004,1007343,61 SULLIVAN STREET,10012,Mixed-use,Mixed residential/commercial,S4,4,4,5,4379.0,4,0.187,0.187,2.91,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1005780071,1090671,111 VARICK STREET,10013,Mixed-use,Residential multi-family elevator,D8,101,101,102,120069.0,101,8.258,8.258,8.12,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1005040039,1007815,203 SPRING STREET,10012,Mixed-use,Residential multi-family walk-up,C6,17,17,20,10972.0,17,0.794,0.794,4.14,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004890014,1007351,83 SULLIVAN STREET,10012,Residential,Residential multi-family walk-up,C0,3,3,3,2660.0,3,0.14,0.14,1.91,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1002280025,1002965,59 GRAND STREET,10013,Mixed residential/commercial,Mixed residential/commercial,K4,0,0,4,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1005030001,1007775,97 SULLIVAN STREET,10012,Mixed-use,Mixed residential/commercial,C7,8,8,9,4815.0,8,0.374,0.374,3.45,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1002270016,1002942,35 GRAND STREET,10013,Mixed-use,Residential multi-family elevator,D5,10,10,12,7893.0,10,0.818,0.818,4.06,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1005030045,1007797,195 SPRING STREET,10012,Mixed-use,Mixed residential/commercial,C7,25,25,27,14724.0,25,1.168,1.168,4.56,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004890007,1007346,67 SULLIVAN STREET,10012,Residential,Residential multi-family walk-up,C1,12,12,12,9110.0,12,0.561,0.561,3.0,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1002200029,1002849,19 VESTRY STREET,10013,Residential,Residential multi-family walk-up,C2,5,5,5,7120.0,5,0.409,0.409,2.64,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1004750028,1077733,64 GRAND STREET,10013,Mixed-use,Residential multi-family elevator,D0,22,22,24,42925.0,22,1.799,1.799,4.97,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1002290020,1077455,71 GRAND STREET,10013,Mixed-use,Residential multi-family elevator,D4,12,12,12,32938.0,12,0.981,0.981,4.25,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004760042,1007105,23 THOMPSON STREET,10013,Mixed-use,Mixed residential/commercial,C7,28,28,30,14176.0,28,2.289,2.289,5.31,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004910026,1007379,550 BROOME STREET,10013,Residential,Residential multi-family walk-up,C4,18,18,18,8470.0,18,1.472,1.472,3.91,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1004750028,1077730,64 GRAND STREET,10013,Mixed-use,Residential multi-family elevator,D0,22,22,24,42925.0,22,1.799,1.799,4.97,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004890035,1007366,63 THOMPSON STREET,10012,Mixed-use,Mixed residential/commercial,C7,21,21,23,14335.0,21,0.981,0.981,4.36,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004900027,1089766,50 SULLIVAN STREET,10013,Residential,Residential one/two family,A7,1,1,1,4607.0,1,0.082,0.082,1.64,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1004750003,1007057,341 WEST BROADWAY,10013,Commercial/office,Commercial/office,K2,0,0,2,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1004880003,1087362,60 THOMPSON STREET,10012,Commercial/office,Commercial/office,HB,0,0,100,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1005940071,1010305,38 RENWICK STREET,10013,Mixed-use,Mixed residential/commercial,S0,1,1,3,5700.0,1,0.082,0.082,2.44,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004760015,1007099,110 AVENUE OF THE AMER,10013,Mixed-use,Mixed residential/commercial,C7,30,30,34,14756.0,30,2.453,2.453,5.41,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1002280003,1002955,361 CANAL STREET,10013,Mixed-use,Mixed residential/commercial,S9,4,4,6,3312.0,4,0.327,0.327,3.26,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1002210001,1002853,VESTRY STREET,10013,Transportation/utility,Transportation/utility,U1,0,0,0,0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1005790011,1009739,278 SPRING STREET,10013,Public facility/institution,Public facility/institution,Y1,0,0,1,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1004760045,1077735,30 GRAND STREET,10013,Mixed-use,Mixed residential/commercial,C7,40,40,45,22460.0,40,3.271,3.271,5.9,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004890033,1007364,67 THOMPSON STREET,10012,Residential,Residential multi-family walk-up,C1,24,24,24,10482.0,24,1.121,1.121,3.71,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1004890031,1007363,71 THOMPSON STREET,10012,Residential,Residential multi-family walk-up,C4,21,21,21,9760.0,21,0.981,0.981,3.56,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1004880040,1007341,514 BROOME STREET,10013,Residential,Residential one/two family,B1,2,2,2,2052.0,2,0.164,0.164,2.0,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1004760019,1007100,116 AVENUE OF THE AMER,10013,Mixed-use,Mixed residential/commercial,C7,35,35,40,22535.0,35,2.862,2.862,5.66,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004760070,1079918,1 WATTS STREET,10013,Mixed-use,Mixed residential/commercial,S9,4,4,6,3340.0,4,0.327,0.327,3.26,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1002290036,1002979,15 GREENE STREET,10013,Mixed-use,Residential multi-family elevator,D4,9,9,10,16755.0,9,0.736,0.736,3.96,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1002200031,1002850,174 HUDSON STREET,10013,Commercial/office,Commercial/office,O5,0,0,1,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1004900030,1089763,20 SULLIVAN STREET,10012,Residential,Residential one/two family,A7,1,1,1,4607.0,1,0.047,0.047,1.32,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1005030043,1007795,191 SPRING STREET,10012,Mixed-use,Mixed residential/commercial,S2,2,2,3,4119.0,2,0.093,0.093,2.46,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004890009,1007348,73 SULLIVAN STREET,10012,Mixed-use,Residential multi-family elevator,D9,11,11,12,24026.0,11,0.514,0.514,3.72,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004750028,1077732,64 GRAND STREET,10013,Mixed-use,Residential multi-family elevator,D0,22,22,24,42925.0,22,1.799,1.799,4.97,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004760089,1007117,36 GRAND STREET,10013,Residential,Residential one/two family,A4,1,1,1,2412.0,1,0.082,0.082,1.64,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1002200027,1002847,36 LAIGHT STREET,10013,Residential,Residential multi-family elevator,D1,14,14,14,26712.0,14,1.145,1.145,3.61,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1004760023,1007102,521 BROOME STREET,10013,Residential,Residential multi-family elevator,D5,5,5,7,16940.0,5,0.409,0.409,2.64,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1002120018,1002735,52 VARICK STREET,10013,Commercial/office,Commercial/office,O6,0,0,3,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1002290020,1077454,71 GRAND STREET,10013,Mixed-use,Residential multi-family elevator,D4,12,12,12,32938.0,12,0.981,0.981,4.25,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1002200026,1002846,34 LAIGHT STREET,10013,Mixed-use,Residential multi-family elevator,D0,9,9,9,20240.0,9,0.736,0.736,3.96,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004880039,1007340,512 BROOME STREET,10013,Commercial/office,Commercial/office,K1,0,0,1,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1002290032,1002977,23 GREENE STREET,10013,Mixed-use,Mixed residential/commercial,S5,5,5,6,14800.0,5,0.409,0.409,3.44,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1005780079,1009734,576 BROOME STREET,10013,Residential,Residential multi-family walk-up,C3,4,4,4,4849.0,4,0.327,0.327,2.46,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1005030044,1007796,193 SPRING STREET,10012,Mixed-use,Mixed residential/commercial,S4,4,4,5,2685.0,4,0.187,0.187,2.91,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1002270022,1002945,47 GRAND STREET,10013,Commercial/office,Commercial/office,K1,0,0,2,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1002290020,1077456,71 GRAND STREET,10013,Mixed-use,Residential multi-family elevator,D4,12,12,12,32938.0,12,0.981,0.981,4.25,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004760085,1077729,44 GRAND STREET,10013,Mixed-use,Mixed residential/commercial,C7,16,16,17,7850.0,16,1.308,1.308,4.57,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1005940104,1090603,229 HUDSON STREET,10013,Commercial/office,Commercial/office,K2,0,0,1,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1002270007,1002940,393 CANAL STREET,10013,Commercial/office,Commercial/office,K2,0,0,4,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1005790030,1009740,131 VARICK STREET,10013,Industrial/manufacturing,Industrial/manufacturing,E7,0,0,19,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1004760054,1007106,26 THOMPSON STREET,10013,Mixed-use,Residential multi-family walk-up,C4,27,27,27,17420.0,27,2.208,2.208,5.25,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1002280005,1002957,365 CANAL STREET,10013,Mixed-use,Residential multi-family elevator,D5,6,6,8,10800.0,6,0.491,0.491,3.59,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004760088,1007116,38 GRAND STREET,10013,Mixed-use,Mixed residential/commercial,C7,16,16,17,6436.0,16,1.308,1.308,4.57,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004750013,1007064,497 BROOME STREET,10013,Commercial/office,Commercial/office,O5,0,0,4,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1004890021,1007356,190 SPRING STREET,10012,Residential,Residential one/two family,B9,2,2,2,2239.0,2,0.093,0.093,1.66,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1004890028,1007361,75 THOMPSON STREET,10012,Mixed-use,Mixed residential/commercial,C7,22,22,23,12316.0,22,1.028,1.028,4.41,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1002280001,1002953,357 CANAL STREET,10013,Mixed-use,Mixed residential/commercial,S4,4,4,5,3976.0,4,0.327,0.327,3.26,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1002210035,1002855,12 VESTRY STREET,10013,Commercial/office,Commercial/office,O6,0,0,7,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1004750009,1007061,355 WEST BROADWAY,10013,Commercial/office,Commercial/office,O5,0,0,5,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1004890013,1077739,81 SULLIVAN STREET,10012,Mixed-use,Mixed residential/commercial,S5,6,6,7,5497.0,6,0.28,0.28,3.21,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1005780070,1009729,117 VARICK STREET,10013,Residential,Residential multi-family walk-up,C4,11,11,11,10550.0,11,0.899,0.899,3.35,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1004760071,1007110,362 WEST BROADWAY,10013,Mixed-use,Residential multi-family elevator,D0,6,6,7,13914.0,6,0.491,0.491,3.59,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1005940105,1010317,225 HUDSON STREET,10013,Mixed-use,Mixed residential/commercial,C7,12,12,14,5900.0,12,0.981,0.981,4.25,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1005040036,1007814,100 SULLIVAN STREET,10012,Residential,Residential multi-family elevator,D1,70,70,70,33750.0,70,3.27,3.27,5.23,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1005790002,1009736,284 HUDSON STREET,10013,Mixed-use,Mixed residential/commercial,S1,1,1,2,630.0,1,0.082,0.082,2.44,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004880006,1007323,64 THOMPSON STREET,10012,Residential,Residential multi-family walk-up,C1,30,30,30,16749.0,30,1.402,1.402,3.97,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1004890037,1007368,57 THOMPSON STREET,10012,Residential,Residential multi-family walk-up,C6,40,40,40,15138.0,40,1.869,1.869,4.35,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1004900029,1089764,30 SULLIVAN STREET,10012,Residential,Residential one/two family,A7,1,1,1,4607.0,1,0.047,0.047,1.32,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1004900028,1089765,40 SULLIVAN STREET,10012,Residential,Residential one/two family,A7,1,1,1,4607.0,1,0.047,0.047,1.32,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1002280023,1002963,55 GRAND STREET,10013,Mixed-use,Mixed residential/commercial,S2,2,2,3,2690.0,2,0.164,0.164,2.8,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1005940115,1088827,503 CANAL STREET,10013,Commercial/office,Commercial/office,H9,0,0,1,0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1005940112,1010319,497 CANAL STREET,10013,Commercial/office,Commercial/office,O2,0,0,1,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1002270006,1002939,391 CANAL STREET,10013,Commercial/office,Commercial/office,K1,0,0,1,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1002270055,1002947,17 THOMPSON STREET,10013,Mixed-use,Residential multi-family walk-up,C6,7,7,8,9500.0,7,0.572,0.572,3.72,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004900024,1007373,204 SPRING STREET,10012,Mixed-use,Mixed residential/commercial,C7,26,26,28,11423.0,26,1.215,1.215,4.6,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004760085,1077738,44 GRAND STREET,10013,Mixed-use,Mixed residential/commercial,C7,16,16,17,7850.0,16,1.308,1.308,4.57,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1002290013,1002972,14 WOOSTER STREET,10013,Mixed-use,Residential multi-family elevator,D0,6,6,8,19543.0,6,0.491,0.491,3.59,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004900023,1007372,206 SPRING STREET,10012,Mixed residential/commercial,Mixed residential/commercial,K4,0,0,4,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1004750014,1007065,495 BROOME STREET,10013,Mixed-use,Mixed residential/commercial,S5,6,6,7,15046.0,6,0.491,0.491,3.59,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004770068,1087915,52 WATTS STREET,10013,Commercial/office,Commercial/office,H3,0,0,1,0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1004760062,1086623,40 THOMPSON STREET,10013,Commercial/office,Commercial/office,O6,0,0,7,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1004890011,1007349,77 SULLIVAN STREET,10012,Mixed-use,Mixed residential/commercial,C7,8,8,9,9213.0,8,0.374,0.374,3.45,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1002270052,1088405,27 GRAND STREET,10013,Commercial/office,Commercial/office,HB,0,0,1,0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1002270028,1089841,306 WEST BROADWAY,10013,Commercial/office,Commercial/office,HB,0,0,1,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1005030004,1007776,103 SULLIVAN STREET,10012,Mixed-use,Mixed residential/commercial,C7,18,18,20,8690.0,18,0.841,0.841,4.2,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1002270001,1002935,381 CANAL STREET,10013,Mixed-use,Mixed residential/commercial,S9,3,3,5,3414.0,3,0.245,0.245,3.06,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1002280024,1002964,57 GRAND STREET,10013,Mixed-use,Mixed residential/commercial,S3,3,3,4,3322.0,3,0.245,0.245,3.06,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004750022,1007072,41 WOOSTER STREET,10013,Commercial/office,Commercial/office,O5,0,0,8,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1004890002,1007342,57 SULLIVAN STREET,10012,Residential,Residential multi-family walk-up,C0,3,3,3,2898.0,3,0.14,0.14,1.91,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1002290006,1002970,351 CANAL STREET,10013,Mixed-use,Unknown,DB,9,9,11,14490.0,9,0.736,0.736,3.96,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004760084,1007115,46 GRAND STREET,10013,Mixed-use,Mixed residential/commercial,C7,8,8,9,4000.0,8,0.654,0.654,3.84,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004760073,1007111,356 WEST BROADWAY,10013,Parking,Parking,G1,0,0,1,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1004890013,1077750,81 SULLIVAN STREET,10012,Mixed-use,Mixed residential/commercial,S5,6,6,7,5497.0,6,0.28,0.28,3.21,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1002280009,1002958,373 CANAL STREET,10013,Mixed-use,Mixed residential/commercial,S3,3,3,4,3892.0,3,0.245,0.245,3.06,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004900021,1007371,208 SPRING STREET,10013,Mixed-use,Residential multi-family elevator,D0,6,6,7,12592.0,6,0.491,0.491,3.59,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1005780067,1009728,119 VARICK STREET,10013,Commercial/office,Commercial/office,O6,0,0,12,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1002110027,1002730,378 CANAL STREET,10013,Commercial/office,Commercial/office,K1,0,0,1,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1004890026,1007360,79 THOMPSON STREET,10012,Residential,Residential multi-family walk-up,C1,16,16,16,7051.0,16,0.748,0.748,3.28,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1002280002,1002954,359 CANAL STREET,10013,Mixed-use,Mixed residential/commercial,S4,4,4,5,4704.0,4,0.327,0.327,3.26,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1002270003,1002937,385 CANAL STREET,10013,Mixed-use,Mixed residential/commercial,S4,4,4,5,4194.0,4,0.327,0.327,3.26,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1002280010,1002959,375 CANAL STREET,10013,Mixed-use,Mixed residential/commercial,C7,9,9,13,6525.0,9,0.736,0.736,3.96,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1005780063,1009726,34 DOMINICK STREET,10013,Residential,Residential one/two family,B9,2,2,2,3120.0,2,0.164,0.164,2.0,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1004910003,1090945,114 VARICK STREET,10013,Parking,Parking,G6,0,0,0,0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1005780078,1009733,574 BROOME STREET,10013,Mixed-use,Mixed residential/commercial,S2,2,2,3,4026.0,2,0.164,0.164,2.8,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1002280111,1087487,323 WEST BROADWAY,10013,Commercial/office,Commercial/office,K2,0,0,1,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1002110024,1002729,380 CANAL STREET,10013,Commercial/office,Commercial/office,O5,0,0,12,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1002280007,1079557,369 CANAL STREET,10013,Mixed residential/commercial,Mixed residential/commercial,K4,0,0,2,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1004760083,1007114,48 GRAND STREET,10013,Residential,Residential multi-family walk-up,C6,5,5,5,5000.0,5,0.409,0.409,2.64,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1005790035,1090918,SPRING STREET,10013,Parking,Parking,G6,0,0,0,0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1004880032,1007337,378 WEST BROADWAY,10012,Mixed-use,Mixed residential/commercial,S4,4,4,5,13000.0,4,0.187,0.187,2.91,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1002290005,1002969,349 CANAL STREET,10013,Parking,Parking,G1,0,0,3,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1005940082,1010312,285 HUDSON STREET,10013,Mixed-use,Commercial/office,O9,1,1,4,1531.0,1,0.082,0.082,2.44,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1005790009,1089462,292 HUDSON STREET,10013,Transportation/utility,Transportation/utility,U1,0,0,0,0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1002200028,1002848,17 VESTRY STREET,10013,Commercial/office,Commercial/office,O5,0,0,3,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1002290031,1002976,27 GREENE STREET,10013,Mixed-use,Mixed residential/commercial,S3,3,3,4,5259.0,3,0.245,0.245,3.06,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1004750012,1007063,499 BROOME STREET,10013,Mixed-use,Mixed residential/commercial,K4,2,2,4,1082.0,2,0.164,0.164,2.8,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1005030005,1007777,105 SULLIVAN STREET,10012,Mixed-use,Mixed residential/commercial,C7,14,14,16,8690.0,14,0.654,0.654,3.95,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
